split,patient_id,frame_id,shift_px,target_px,instruction_px,truth_px,quality,dice
val,P029,P029/seq0/000052,85,-40,-32.606133415475654,-39.75285196754092,0.4993295559372039,0.8218810916179338
val,P029,P029/seq0/000078,38,2,4.0858559615255245,2.288614520535006,0.513360576181299,0.8859669009294945
val,P029,P029/seq0/000078,36,4,5.938712544029599,4.288614520535006,0.5096607329763856,0.8852421910366681
val,P029,P029/seq0/000078,34,6,8.097526249528798,6.288614520535006,0.511598236367532,0.8820281690140845
val,P029,P029/seq0/000078,32,8,10.398004699717973,8.288614520535006,0.5172861192028582,0.8857466063348416
val,P029,P029/seq0/000078,30,10,12.623834380955557,10.288614520535006,0.5205075902721376,0.8848855653750283
val,P029,P029/seq0/000078,27,13,15.632590366720152,13.288614520535006,0.5167305065008393,0.8825719120135364
val,P029,P029/seq0/000078,24,16,18.270726774276525,16.288614520535006,0.5158423968171884,0.8858209799705783
val,P029,P029/seq0/000078,20,20,21.989465865448864,20.288614520535006,0.5095568207213893,0.8843937168041587
val,P029,P029/seq0/000078,15,25,27.6823657488889,25.288614520535006,0.5208496958524156,0.8834161771351107
val,P029,P029/seq0/000078,8,32,34.26954561531066,32.288614520535006,0.5195547265029604,0.8857207513011993
val,P029,P029/seq0/000078,0,40,42.37966930622807,40.288614520535006,0.5834129677472227,0.8855203619909502
val,P029,P029/seq0/000078,42,-2,0.38498156710275566,-1.711385479465008,0.5163863540884345,0.8832693610295778
val,P029,P029/seq0/000078,44,-4,-1.519506579927338,-3.711385479465008,0.5209621408102066,0.8877794167706797
val,P029,P029/seq0/000078,46,-6,-3.455289640718121,-5.711385479465008,0.5222995404263766,0.8870492175096394
val,P029,P029/seq0/000078,48,-8,-5.716946524018425,-7.711385479465008,0.5175389588736988,0.8864767073722297
val,P029,P029/seq0/000078,50,-10,-7.953914465942233,-9.711385479465008,0.509864058078288,0.8832544512057696
val,P029,P029/seq0/000078,53,-13,-11.079441973659442,-12.711385479465008,0.5110044187492793,0.88563980505497
val,P029,P029/seq0/000078,56,-16,-13.851471211575245,-15.711385479465008,0.5142041423851376,0.8873797396717601
val,P029,P029/seq0/000078,60,-20,-17.578159553415077,-19.711385479465008,0.5197743124084148,0.8890149795733091
val,P029,P029/seq0/000078,65,-25,-22.846055830413206,-24.711385479465008,0.514193753031143,0.8854272491251834
val,P029,P029/seq0/000078,72,-32,-29.287951422020626,-31.711385479465008,0.532673822152506,0.8930817610062893
val,P029,P029/seq0/000078,80,-40,-36.6759974674448,-39.71138547946501,0.5532942997537302,0.8912012949473928
val,P032,P032/seq0/000000,3,2,0.9260095662852592,2.3917323710320915,0.5751232616845805,0.7295868415899746
val,P032,P032/seq0/000000,1,4,2.9753229866894486,4.3917323710320915,0.5762065275464062,0.7273440564927423
val,P032,P032/seq0/000000,-1,6,5.35157716056402,6.3917323710320915,0.5863022928292133,0.7317835514748975
val,P032,P032/seq0/000000,-3,8,7.274960635653244,8.391732371032091,0.5853802229673234,0.740395809080326
val,P032,P032/seq0/000000,-5,10,9.18674140147128,10.391732371032091,0.5842606117239951,0.7455072463768115
val,P032,P032/seq0/000000,-8,13,11.992573660543897,13.391732371032091,0.5847546603773849,0.7396622015142691
val,P032,P032/seq0/000000,-11,16,15.050044581214891,16.39173237103209,0.5835172614150244,0.7367601246105919
val,P032,P032/seq0/000000,-15,20,18.97532298668945,20.39173237103209,0.5762142981222234,0.7273440564927423
val,P032,P032/seq0/000000,-20,25,24.150970083091266,25.39173237103209,0.5839671897668239,0.7439520030965744
val,P032,P032/seq0/000000,-27,32,31.0614136621395,32.39173237103209,0.5834756638517477,0.7365141187925998
val,P032,P032/seq0/000000,-35,40,39.25821547605095,40.39173237103209,0.5721999876672764,0.740395809080326
val,P032,P032/seq0/000000,7,-2,-2.8513560045751376,-1.6082676289679227,0.5870888517892692,0.7393751212885697
val,P032,P032/seq0/000000,9,-4,-5.081977409562427,-3.6082676289679227,0.5780507571093827,0.7399495047582054
val,P032,P032/seq0/000000,11,-6,-6.786343484657095,-5.608267628967923,0.583770288711801,0.7455072463768115
val,P032,P032/seq0/000000,13,-8,-8.728561967465879,-7.608267628967923,0.5857276417415798,0.7406401551891367
val,P032,P032/seq0/000000,15,-10,-10.641493201909327,-9.608267628967923,0.5861703864713083,0.7317835514748975
val,P032,P032/seq0/000000,18,-13,-14.047575174024644,-12.608267628967923,0.577701571041616,0.72923197492163
val,P032,P032/seq0/000000,21,-16,-16.926183627976854,-15.608267628967923,0.5835610092043487,0.7363707165109035
val,P032,P032/seq0/000000,25,-20,-21.067605609500163,-19.608267628967923,0.5794095451543287,0.7397047397047397
val,P032,P032/seq0/000000,30,-25,-25.618567873781785,-24.608267628967923,0.5888773994929127,0.7360840794083301
val,P032,P032/seq0/000000,37,-32,-33.036109546508044,-31.608267628967923,0.5832576560201852,0.7393162393162394
val,P032,P032/seq0/000000,45,-40,-40.994996620775595,-39.60826762896792,0.5864222588520025,0.7481681450057848
val,P032,P032/seq0/000057,26,2,-1.3648141688860278,1.5011678042088619,0.48663205187922276,0.817803113352335
val,P032,P032/seq0/000057,24,4,0.43127072496773167,3.501167804208862,0.4954580129124594,0.8116069465816663
val,P032,P032/seq0/000057,22,6,2.676591182194798,5.501167804208862,0.5063004335094502,0.819851333624836
val,P032,P032/seq0/000057,20,8,5.064904071436388,7.501167804208862,0.5086044714311501,0.8185801928133216
val,P032,P032/seq0/000057,18,10,7.037618073352434,9.501167804208862,0.49856393050603304,0.8221930974224552
val,P032,P032/seq0/000057,15,13,9.414007784331218,12.501167804208862,0.4851814796709181,0.8188389923329682
val,P032,P032/seq0/000057,12,16,12.515105014446334,15.501167804208862,0.4864474734289035,0.8183212798597413
val,P032,P032/seq0/000057,8,20,16.29176940379334,19.501167804208862,0.49493599083229856,0.8110842313613371
val,P032,P032/seq0/000057,3,25,22.14930308518366,24.501167804208862,0.5058139225528347,0.8170250109697236
val,P032,P032/seq0/000057,-4,32,28.491054333287877,31.501167804208862,0.4473780522997173,0.8188389923329682
val,P032,P032/seq0/000057,-12,40,36.92592451096482,39.50116780420886,0.40701718782709584,0.8183212798597413
val,P032,P032/seq0/000057,30,-2,-5.4740936755541725,-2.498832195791124,0.4809286384050529,0.8214207650273224
val,P032,P032/seq0/000057,32,-4,-7.285070159658233,-4.498832195791124,0.4857683380113254,0.8211630957586358
val,P032,P032/seq0/000057,34,-6,-8.810788443028969,-6.498832195791124,0.4980960098340139,0.8216783216783217
val,P032,P032/seq0/000057,36,-8,-10.800898239365296,-8.498832195791124,0.5131047818931773,0.8190976784932107
val,P032,P032/seq0/000057,38,-10,-13.149251743446342,-10.498832195791124,0.5062617923116618,0.8206248634476732
val,P032,P032/seq0/000057,41,-13,-16.56520486962529,-13.498832195791124,0.49651998171745787,0.8101433296582139
val,P032,P032/seq0/000057,44,-16,-19.277610572056062,-16.498832195791124,0.48751539618169,0.8183212798597413
val,P032,P032/seq0/000057,48,-20,-23.11132035792258,-20.498832195791124,0.4876077420381923,0.8216783216783217
val,P032,P032/seq0/000057,53,-25,-27.970416955942824,-25.498832195791124,0.5105799729139121,0.8190976784932107
val,P032,P032/seq0/000057,60,-32,-35.23832997145627,-32.498832195791124,0.492619000903482,0.8214207650273224
val,P032,P032/seq0/000057,68,-40,-42.40030957853321,-40.498832195791124,0.5171946984731999,0.8229644182492906
val,P032,P032/seq0/000114,19,2,6.343968823977335,1.5416147293496891,0.47731514829533606,0.8359017076218243
val,P032,P032/seq0/000114,17,4,7.764415141658276,3.541614729349689,0.48103495596040846,0.8397169025811824
val,P032,P032/seq0/000114,15,6,9.640408239196091,5.541614729349689,0.4815014686737847,0.8334030975303475
val,P032,P032/seq0/000114,13,8,12.093016286007028,7.541614729349689,0.48240782325722453,0.8318992654774396
val,P032,P032/seq0/000114,11,10,14.655932096074665,9.54161472934969,0.4887187065788941,0.8268132797631634
val,P032,P032/seq0/000114,8,13,18.220078979786365,12.54161472934969,0.4934163762033978,0.8318804483188045
val,P032,P032/seq0/000114,5,16,20.998647581453696,15.54161472934969,0.4822167177569956,0.8346359522830111
val,P032,P032/seq0/000114,1,20,23.757175524348256,19.54161472934969,0.4809066485897477,0.8397836038285477
val,P032,P032/seq0/000114,-4,25,29.410462236939424,24.54161472934969,0.4809212641877362,0.8286617492096944
val,P032,P032/seq0/000114,-11,32,36.95694383782988,31.54161472934969,0.4423141415546526,0.8353231782626596
val,P032,P032/seq0/000114,-19,40,44.11500713437664,39.54161472934969,0.45917941049531885,0.830180748213535
val,P032,P032/seq0/000114,23,-2,3.1882423171302463,-2.458385270650325,0.49076302949767425,0.8331610502377507
val,P032,P032/seq0/000114,25,-4,1.1671666397133578,-4.458385270650325,0.4978118263453337,0.829747232086902
val,P032,P032/seq0/000114,27,-6,-1.2718436751655418,-6.458385270650325,0.49043622335137005,0.8256453660600931
val,P032,P032/seq0/000114,29,-8,-3.726412583664313,-8.458385270650325,0.4813781083446604,0.8296576349506406
val,P032,P032/seq0/000114,31,-10,-6.110375859877593,-10.458385270650325,0.47982064549493414,0.8307111390811831
val,P032,P032/seq0/000114,34,-13,-8.762213657678672,-13.458385270650325,0.47857370226391865,0.8385222083852221
val,P032,P032/seq0/000114,37,-16,-10.78777145693644,-16.458385270650325,0.4840461805829798,0.8319241080635182
val,P032,P032/seq0/000114,41,-20,-14.497644128703257,-20.458385270650325,0.49844120028821903,0.8267502612330199
val,P032,P032/seq0/000114,46,-25,-20.755013259358776,-25.458385270650325,0.48265138225683035,0.8323240760075172
val,P032,P032/seq0/000114,53,-32,-26.650513881076535,-32.458385270650325,0.4880836436641265,0.8312706270627063
val,P032,P032/seq0/000114,61,-40,-35.37309177717748,-40.458385270650325,0.4884902024132202,0.8281512605042017
val,P032,P032/seq0/000171,12,2,-0.6633947808919061,2.095821376498634,0.5005866392438827,0.8699400299850075
val,P032,P032/seq0/000171,10,4,1.2964548812606296,4.095821376498634,0.49964070393936005,0.8728086534875047
val,P032,P032/seq0/000171,8,6,2.870749632028918,6.095821376498634,0.5049427425495698,0.8719748753002032
val,P032,P032/seq0/000171,6,8,4.848555112931749,8.095821376498634,0.5071435941143017,0.871606749816581
val,P032,P032/seq0/000171,4,10,6.946306096914668,10.095821376498634,0.49886490535602807,0.86981924411174
val,P032,P032/seq0/000171,1,13,9.951195414604939,13.095821376498634,0.5055749261940391,0.8670477595426885
val,P032,P032/seq0/000171,-2,16,13.121990001103185,16.095821376498634,0.5041420072701184,0.8690943043884221
val,P032,P032/seq0/000171,-6,20,17.29645488126063,20.095821376498634,0.4996384084730148,0.8728086534875047
val,P032,P032/seq0/000171,-11,25,21.818953786127338,25.095821376498634,0.5059513658421575,0.8710622710622711
val,P032,P032/seq0/000171,-18,32,29.10774347186465,32.095821376498634,0.5045764681909338,0.8686717728376612
val,P032,P032/seq0/000171,-26,40,36.85823800848951,40.095821376498634,0.5074434213398143,0.8717195815746008
val,P032,P032/seq0/000171,16,-2,-5.0737433702406065,-1.904178623501366,0.5061112558371319,0.8676524953789279
val,P032,P032/seq0/000171,18,-4,-7.018065858764146,-3.904178623501366,0.5045029073169581,0.8671688407128422
val,P032,P032/seq0/000171,20,-6,-9.046960572989178,-5.904178623501366,0.49921826462506946,0.8697716894977169
val,P032,P032/seq0/000171,22,-8,-11.141761991510492,-7.904178623501366,0.5074889855544152,0.8717195815746008
val,P032,P032/seq0/000171,24,-10,-13.069149076509149,-9.904178623501366,0.5048142779257172,0.8714629184390604
val,P032,P032/seq0/000171,27,-13,-15.68064569903214,-12.904178623501366,0.5025051500523849,0.871209284912018
val,P032,P032/seq0/000171,30,-16,-18.84548859564589,-15.904178623501366,0.5047857474656792,0.868735976065819
val,P032,P032/seq0/000171,34,-20,-23.010845719520972,-19.904178623501366,0.5062446179279967,0.8667034381320096
val,P032,P032/seq0/000171,39,-25,-28.17932553589361,-24.904178623501366,0.5089415684301596,0.8719366132301456
val,P032,P032/seq0/000171,46,-32,-35.00613000949269,-31.904178623501366,0.5094582809111101,0.8704566635601119
val,P032,P032/seq0/000171,54,-40,-43.492604770946855,-39.904178623501366,0.5392298617739189,0.8730390368478658
test,P040,P040/seq0/000000,45,2,0.9596217680106918,1.7550609055226971,0.5735326396859424,0.870635795663359
test,P040,P040/seq0/000000,43,4,2.835489860307675,3.755060905522697,0.567418591359344,0.8732857926494789
test,P040,P040/seq0/000000,41,6,4.999408008605869,5.755060905522697,0.5645726532942741,0.876482393723773
test,P040,P040/seq0/000000,39,8,7.5997117006176325,7.755060905522697,0.5632382224621251,0.8829845313921747
test,P040,P040/seq0/000000,37,10,9.510977990442356,9.755060905522697,0.5661018446034095,0.8817518248175182
test,P040,P040/seq0/000000,34,13,12.144290771905261,12.755060905522697,0.5758606343442744,0.8709558823529412
test,P040,P040/seq0/000000,31,16,15.15966217105165,15.755060905522697,0.5733226939391628,0.8718043038440316
test,P040,P040/seq0/000000,27,20,18.828837297045084,19.755060905522697,0.5672036970243934,0.8736976786693474
test,P040,P040/seq0/000000,22,25,24.593862055231142,24.755060905522697,0.5660565174482932,0.8816029143897997
test,P040,P040/seq0/000000,15,32,31.18980422520609,31.755060905522697,0.5716968051294082,0.8736687477047375
test,P040,P040/seq0/000000,7,40,39.508493471864654,39.7550609055227,0.6392576948496216,0.8842870118074477
test,P040,P040/seq0/000000,49,-2,-2.802890914676169,-2.244939094477303,0.5762639992651917,0.8681196896933875
test,P040,P040/seq0/000000,51,-4,-4.679473322644839,-4.244939094477303,0.5703811499168786,0.8745874587458746
test,P040,P040/seq0/000000,53,-6,-6.4494392204430255,-6.244939094477303,0.568352611413091,0.8803215786588708
test,P040,P040/seq0/000000,55,-8,-8.394493275843587,-8.244939094477303,0.5651292672461415,0.8811520233321182
test,P040,P040/seq0/000000,57,-10,-10.978285374289186,-10.244939094477303,0.5670637411223514,0.8748401242463
test,P040,P040/seq0/000000,60,-13,-14.02229734446189,-13.244939094477303,0.5734175274476209,0.8675142804496039
test,P040,P040/seq0/000000,63,-16,-16.720445906480336,-16.244939094477303,0.5779623567498515,0.8671846096929338
test,P040,P040/seq0/000000,67,-20,-20.353567976637606,-20.244939094477303,0.5777372256960481,0.87033616549686
test,P040,P040/seq0/000000,72,-25,-25.169369628216714,-25.244939094477303,0.574582884599324,0.8728610855565777
test,P040,P040/seq0/000000,79,-32,-32.48031503210527,-32.2449390944773,0.5858234536044838,0.8610800744878957
test,P040,P040/seq0/000000,87,-40,-39.49651528380079,-40.2449390944773,0.5748744575112333,0.8723168023686159
test,P040,P040/seq0/000030,40,2,8.127586935644842,2.092169136966376,0.5572927036882618,0.848311595497588
test,P040,P040/seq0/000030,38,4,10.281180397512102,4.092169136966376,0.5584529759749397,0.8480944712828771
test,P040,P040/seq0/000030,36,6,12.00128193340312,6.092169136966376,0.5614849534909528,0.8467886616433441
test,P040,P040/seq0/000030,34,8,13.857770682749006,8.092169136966376,0.5637572335406116,0.8429781864070669
test,P040,P040/seq0/000030,32,10,15.756949604743696,10.092169136966376,0.5646753609228871,0.8403391665163269
test,P040,P040/seq0/000030,29,13,18.47740037563034,13.092169136966376,0.5554405221692704,0.8476275738585497
test,P040,P040/seq0/000030,26,16,21.687845265773703,16.092169136966376,0.5539733386977871,0.8487124463519313
test,P040,P040/seq0/000030,22,20,26.243323821573227,20.092169136966376,0.5567797713075927,0.8490262640700376
test,P040,P040/seq0/000030,17,25,30.667883105751415,25.092169136966376,0.5628363073388322,0.841991341991342
test,P040,P040/seq0/000030,10,32,37.59450935815228,32.092169136966376,0.5969111065824759,0.8473241453373904
test,P040,P040/seq0/000030,2,40,45.797712022650884,40.092169136966376,0.7037944952115985,0.8428262436914203
test,P040,P040/seq0/000030,44,-2,3.559038773878072,-1.907830863033638,0.5592077368137084,0.8456712672521958
test,P040,P040/seq0/000030,46,-4,1.750069328826143,-3.907830863033638,0.5583758511311889,0.8423893486865779
test,P040,P040/seq0/000030,48,-6,-0.16149425754208835,-5.907830863033638,0.5648815833811036,0.8400144456482485
test,P040,P040/seq0/000030,50,-8,-2.111985081272337,-7.907830863033638,0.5664847563783089,0.8410978692668833
test,P040,P040/seq0/000030,52,-10,-3.9987504280091457,-9.907830863033638,0.5616921558042607,0.8470926058865758
test,P040,P040/seq0/000030,55,-13,-6.949319672997092,-12.907830863033638,0.5541269019383569,0.8515485938056248
test,P040,P040/seq0/000030,58,-16,-10.306152675539039,-15.907830863033638,0.5553722582860425,0.8472147590900949
test,P040,P040/seq0/000030,62,-20,-14.138979932390669,-19.907830863033638,0.5649073185241394,0.8403967538322813
test,P040,P040/seq0/000030,67,-25,-19.201488350205494,-24.907830863033638,0.5705025553882238,0.8414964756913067
test,P040,P040/seq0/000030,74,-32,-25.93499113535404,-31.907830863033638,0.563824271963839,0.8414414414414414
test,P040,P040/seq0/000030,82,-40,-33.833293177350015,-39.90783086303364,0.5797133237998137,0.832877710953162
test,P040,P040/seq0/000060,33,2,1.884181945803391,2.307859413893638,0.601186531603795,0.9125721526115725
test,P040,P040/seq0/000060,31,4,3.617313311842949,4.307859413893638,0.6003630821777154,0.9108658743633277
test,P040,P040/seq0/000060,29,6,5.863312404947152,6.307859413893638,0.59240632010419,0.9081948746831878
test,P040,P040/seq0/000060,27,8,7.830214505974027,8.307859413893638,0.5982177919584066,0.9068551236749116
test,P040,P040/seq0/000060,25,10,10.172363792720262,10.307859413893638,0.5957722863258713,0.9077376772925151
test,P040,P040/seq0/000060,22,13,13.240308443616073,13.307859413893638,0.6101752083014544,0.9106790645252184
test,P040,P040/seq0/000060,19,16,15.934266248437325,16.307859413893638,0.6142023386949568,0.9113028716933088
test,P040,P040/seq0/000060,15,20,19.66119329604642,20.307859413893638,0.5994434752258548,0.9115569369878497
test,P040,P040/seq0/000060,10,25,24.92724682396978,25.307859413893638,0.6084165413974781,0.9066104078762307
test,P040,P040/seq0/000060,3,32,31.893689769667745,32.30785941389364,0.6194288773327302,0.9105829088851161
test,P040,P040/seq0/000060,-5,40,39.71210119544189,40.30785941389364,0.568888926347296,0.9053882053457786
test,P040,P040/seq0/000060,37,-2,-1.7346500591326617,-1.6921405861063477,0.612654778639136,0.9110139613594698
test,P040,P040/seq0/000060,39,-4,-3.8030365551259138,-3.6921405861063477,0.6094473684029534,0.9093988145639289
test,P040,P040/seq0/000060,41,-6,-5.870004787374768,-5.692140586106348,0.5963250699803848,0.9079409697821503
test,P040,P040/seq0/000060,43,-8,-8.17876099846859,-7.692140586106348,0.5989939134918582,0.9063914027149321
test,P040,P040/seq0/000060,45,-10,-10.188951242266967,-9.692140586106348,0.593777655250938,0.9078854563408097
test,P040,P040/seq0/000060,48,-13,-13.346009581052584,-12.692140586106348,0.6033977697366574,0.9145202377582791
test,P040,P040/seq0/000060,51,-16,-16.139003122140792,-15.692140586106348,0.6175418452806035,0.9119273861863565
test,P040,P040/seq0/000060,55,-20,-19.916842949558117,-19.692140586106348,0.611343917981654,0.9095789771121786
test,P040,P040/seq0/000060,60,-25,-25.281160175386304,-24.692140586106348,0.6005731471230704,0.906591070163005
test,P040,P040/seq0/000060,67,-32,-31.949917404893,-31.692140586106348,0.6244042601392796,0.9118150684931506
test,P040,P040/seq0/000060,75,-40,-39.985749949187976,-39.69214058610635,0.6122356332480984,0.9056764831412719
test,P040,P040/seq0/000090,38,2,1.551485154839213,1.5877164448376249,0.5787421667004984,0.9541984732824428
test,P040,P040/seq0/000090,36,4,3.458856322484351,3.587716444837625,0.5765530231208482,0.953866578161301
test,P040,P040/seq0/000090,34,6,5.222710324506593,5.587716444837625,0.584018841375829,0.9535541867820876
test,P040,P040/seq0/000090,32,8,7.210112632269755,7.587716444837625,0.5796952788967501,0.950008304268394
test,P040,P040/seq0/000090,30,10,9.409480313969922,9.587716444837625,0.5833276770783047,0.9496666666666667
test,P040,P040/seq0/000090,27,13,12.443456912548186,12.587716444837625,0.5886915609790083,0.9508579043811428
test,P040,P040/seq0/000090,24,16,15.581749333147627,15.587716444837625,0.5815670617221856,0.9524125352346211
test,P040,P040/seq0/000090,20,20,19.47227280693636,19.587716444837625,0.5762613864266358,0.953550099535501
test,P040,P040/seq0/000090,15,25,24.258218545178437,24.587716444837625,0.5790446782311652,0.9484159893846409
test,P040,P040/seq0/000090,8,32,31.62467676180934,31.587716444837625,0.6382928279439556,0.9520968009282281
test,P040,P040/seq0/000090,0,40,39.19302456882842,39.587716444837625,0.6247140782968941,0.9490287232276274
test,P040,P040/seq0/000090,42,-2,-2.4908687730332986,-2.412283555162361,0.5897425906099389,0.9519839946648883
test,P040,P040/seq0/000090,44,-4,-4.535297850449382,-4.412283555162361,0.5913651858496117,0.9510442773600668
test,P040,P040/seq0/000090,46,-6,-6.651893011507099,-6.412283555162361,0.5845712804552702,0.9501417375354344
test,P040,P040/seq0/000090,48,-8,-8.810502027317028,-8.412283555162361,0.5807927745374124,0.9502909393183707
test,P040,P040/seq0/000090,50,-10,-10.813410273207609,-10.412283555162361,0.5847708867008149,0.9533644237175216
test,P040,P040/seq0/000090,53,-13,-13.495258163725794,-13.412283555162361,0.5802098911584497,0.9552933355492771
test,P040,P040/seq0/000090,56,-16,-16.469742952734634,-16.41228355516236,0.5868212189878221,0.9532989862057504
test,P040,P040/seq0/000090,60,-20,-20.593413202530854,-20.41228355516236,0.595789854874991,0.9509951496905837
test,P040,P040/seq0/000090,65,-25,-25.71548387629332,-25.41228355516236,0.5931002523935569,0.9519504436631508
test,P040,P040/seq0/000090,72,-32,-32.199069918920884,-32.41228355516236,0.5920986138921011,0.9533210640789694
test,P040,P040/seq0/000090,80,-40,-40.29520798444602,-40.41228355516236,0.5837750530604882,0.952412981335127
test,P041,P041/seq0/000000,49,2,1.5434613175238212,2.0294719015670353,0.6475915503863507,0.9617179268476242
test,P041,P041/seq0/000000,47,4,3.5774260915120095,4.029471901567035,0.6471556154441714,0.9614147909967846
test,P041,P041/seq0/000000,45,6,5.6970457132959496,6.029471901567035,0.6479311099044258,0.9607587314331594
test,P041,P041/seq0/000000,43,8,7.777910642056,8.029471901567035,0.646269358749008,0.9598673966547793
test,P041,P041/seq0/000000,41,10,9.71034714640534,10.029471901567035,0.6462093239909457,0.9598189590143325
test,P041,P041/seq0/000000,38,13,12.543689242807588,13.029471901567035,0.6467234368140453,0.9605799728137744
test,P041,P041/seq0/000000,35,16,15.566563395236301,16.029471901567035,0.6476394619203302,0.9618535457606674
test,P041,P041/seq0/000000,31,20,19.570826325835796,20.029471901567035,0.6485376402133041,0.961886564762671
test,P041,P041/seq0/000000,26,25,24.644485156224178,25.029471901567035,0.6477446079556263,0.959536990437846
test,P041,P041/seq0/000000,19,32,31.239986682241636,32.029471901567035,0.6487379970230549,0.9605481936816648
test,P041,P041/seq0/000000,11,40,39.42191747308145,40.029471901567035,0.6557917086144817,0.9608386674058768
test,P041,P041/seq0/000000,53,-2,-2.507856366779947,-1.9705280984329647,0.6475626543329089,0.9617491832118623
test,P041,P041/seq0/000000,55,-4,-4.409801523079722,-3.9705280984329647,0.6458617134554866,0.9603905581559213
test,P041,P041/seq0/000000,57,-6,-6.2905956480384475,-5.970528098432965,0.6465936124601595,0.9596218635289385
test,P041,P041/seq0/000000,59,-8,-8.245733414025153,-7.970528098432965,0.6456818908619578,0.9591119148081173
test,P041,P041/seq0/000000,61,-10,-10.31942991523212,-9.970528098432965,0.6474887546825767,0.9604502738831097
test,P041,P041/seq0/000000,64,-13,-13.354934796043068,-12.970528098432965,0.6468262476466901,0.961184111161456
test,P041,P041/seq0/000000,67,-16,-16.241206016950002,-15.970528098432965,0.6464554738933778,0.9617282707221271
test,P041,P041/seq0/000000,71,-20,-20.011503347473763,-19.970528098432965,0.6425869737559347,0.9593011512825692
test,P041,P041/seq0/000000,76,-25,-24.773112508607284,-24.970528098432965,0.6373749160749616,0.957750744535864
test,P041,P041/seq0/000000,83,-32,-32.135360304585674,-31.970528098432965,0.6230305143271924,0.963638195004029
test,P041,P041/seq0/000000,91,-40,-40.129850713477566,-39.970528098432965,0.5897586419177704,0.959316067387478
test,P041,P041/seq0/000032,50,2,-0.09270889445372177,1.5031130485563011,0.6383066120441534,0.9352742396672732
test,P041,P041/seq0/000032,48,4,1.9033238455045591,3.503113048556301,0.6393454441990072,0.935831381733021
test,P041,P041/seq0/000032,46,6,4.061038717817013,5.503113048556301,0.638456436431504,0.9353155972874283
test,P041,P041/seq0/000032,44,8,6.114147926850734,7.503113048556301,0.6387649274039008,0.9357329160146062
test,P041,P041/seq0/000032,42,10,8.13578634078469,9.503113048556301,0.6383442788998013,0.9357042290243521
test,P041,P041/seq0/000032,39,13,11.120289019986117,12.503113048556301,0.638724715096177,0.9351678132165937
test,P041,P041/seq0/000032,36,16,14.080128285117041,15.503113048556301,0.639175909909171,0.9348686952897041
test,P041,P041/seq0/000032,32,20,18.01301649818045,19.5031130485563,0.639831014534022,0.9352637883443571
test,P041,P041/seq0/000032,27,25,23.022416483140134,24.5031130485563,0.6396431589094003,0.935005224660397
test,P041,P041/seq0/000032,20,32,29.819871412434196,31.5031130485563,0.6407252572156213,0.9347247586746673
test,P041,P041/seq0/000032,12,40,37.73920326824944,39.5031130485563,0.6431484721050262,0.9341850358657522
test,P041,P041/seq0/000032,54,-2,-4.037824123488491,-2.4968869514436847,0.6379645222092482,0.9347916666666667
test,P041,P041/seq0/000032,56,-4,-5.959691904380094,-4.496886951443685,0.6389015331180115,0.9360882689705423
test,P041,P041/seq0/000032,58,-6,-7.949385842921544,-6.496886951443685,0.6377451572778728,0.9365940139743456
test,P041,P041/seq0/000032,60,-8,-9.892808907121832,-8.496886951443685,0.6375293920293702,0.9365410708694291
test,P041,P041/seq0/000032,62,-10,-11.859202046588763,-10.496886951443685,0.6377381489860643,0.9364880392771336
test,P041,P041/seq0/000032,65,-13,-14.748052332620205,-13.496886951443685,0.6378620246736401,0.9360835509138381
test,P041,P041/seq0/000032,68,-16,-17.484730239635923,-16.496886951443685,0.6363923240909699,0.9351328729859804
test,P041,P041/seq0/000032,72,-20,-21.1070393000615,-20.496886951443685,0.6351430121999507,0.9354737173434057
test,P041,P041/seq0/000032,77,-25,-26.070523683714185,-25.496886951443685,0.6310666702311994,0.9358502471342939
test,P041,P041/seq0/000032,84,-32,-33.05819036931243,-32.496886951443685,0.6166787446222128,0.9367128463476071
test,P041,P041/seq0/000032,92,-40,-41.06536273301134,-40.496886951443685,0.5943452789778875,0.9378875459800315
test,P041,P041/seq0/000064,49,2,0.7643862928191538,2.1313952176121944,0.6361533324822538,0.9312416910396171
test,P041,P041/seq0/000064,47,4,2.8482001743590786,4.131395217612194,0.6350742591631696,0.9308437067773168
test,P041,P041/seq0/000064,45,6,5.127459207905261,6.131395217612194,0.6331562674160621,0.931651229639093
test,P041,P041/seq0/000064,43,8,7.460023050470809,8.131395217612194,0.6338173919855332,0.9317311782220332
test,P041,P041/seq0/000064,41,10,9.568961953312439,10.131395217612194,0.6342712053874743,0.9313220374993361
test,P041,P041/seq0/000064,38,13,12.571272263429947,13.131395217612194,0.6341989058183236,0.9318085106382978
test,P041,P041/seq0/000064,35,16,15.162796114161779,16.131395217612194,0.6357392641077719,0.9327717652076558
test,P041,P041/seq0/000064,31,20,18.96111751766618,20.131395217612194,0.6355742747132116,0.9322530781941261
test,P041,P041/seq0/000064,26,25,24.366467083823167,25.131395217612194,0.6352398753985595,0.9325519445924347
test,P041,P041/seq0/000064,19,32,30.748307290754227,32.131395217612194,0.6386355479867589,0.934966306556851
test,P041,P041/seq0/000064,11,40,39.21001594864799,40.131395217612194,0.6509593227661901,0.9364291433146518
test,P041,P041/seq0/000064,53,-2,-2.7975424306386287,-1.8686047823878198,0.635109235630241,0.9316598415146519
test,P041,P041/seq0/000064,55,-4,-4.667187921486857,-3.86860478238782,0.6341772149440168,0.9311315244517602
